id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8
CPI-CS06E556972	IL15 receptor_IL15	complex:IL15 receptor	simple:P40933		IL15	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.026	0.0	0.032	0.017	0.0	0.0	0.019	0.012	0.021	0.0	0.026	0.012	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	user_curated	False	0.0	0.0	0.043	0.042	0.0	0.0	0.044	0.0	0.0	0.0	0.061	0.06	0.0	0.0	0.061	0.0	0.0	0.0	0.103	0.101	0.0	0.0	0.103	0.0	0.0	0.0	0.045	0.044	0.0	0.0	0.045	0.0	0.0	0.0	0.031	0.03	0.0	0.0	0.031	0.0	0.0	0.0	0.017	0.016	0.0	0.0	0.017	0.0	0.0	0.0	0.026	0.025	0.0	0.0	0.026	0.0	0.0	0.0	0.105	0.104	0.0	0.0	0.105	0.0
CPI-CS09831CCFD	IL18 receptor_IL18	complex:IL18 receptor	simple:Q14116		IL18	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0317FAF76	IL26 receptor_IL26	complex:IL26 receptor	simple:Q9NPH9		IL26	True	True	False	user_curated	False	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	user_curated	False	0.024	0.019	0.014	0.027	0.021	0.0	0.0	0.04	0.035	0.03	0.025	0.039	0.032	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	user_curated	False	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	user_curated	False	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07557A266	MIS receptor 1_AMH	complex:MIS receptor 1	simple:P03971		AMH	True	True	False	user_curated	False	0.0	0.0	0.011	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D4BB4458	MIS receptor 3_AMH	complex:MIS receptor 3	simple:P03971		AMH	True	True	False	user_curated	False	0.0	0.0	0.011	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	user_curated	False	0.008	0.0	0.01	0.0	0.0	0.0	0.0	0.014	0.124	0.0	0.126	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.013	0.0	0.0	0.0	0.0	0.018
CPI-SS0CC738ABC	CXCL11_DPP4	simple:O14625	simple:P27487	CXCL11	DPP4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.008	0.03	0.026	0.08	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.007	0.029	0.025	0.079	0.0	0.0	0.012	0.019	0.012	0.034	0.031	0.084	0.0	0.0	0.017	0.033	0.025	0.048	0.044	0.098	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	user_curated	False	0.116	0.108	0.13	0.127	0.181	0.0	0.0	0.114	0.037	0.03	0.052	0.048	0.102	0.0	0.0	0.035	0.109	0.102	0.124	0.12	0.174	0.0	0.0	0.107	1.048	1.04	1.062	1.059	1.113	0.0	0.0	1.046	0.056	0.049	0.071	0.068	0.121	0.0	0.0	0.054	0.036	0.028	0.051	0.047	0.101	0.0	0.0	0.034	0.054	0.046	0.069	0.065	0.119	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	user_curated	False	0.288	0.295	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.304	0.311	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	user_curated	False	0.108	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.108	0.0	0.0	0.0	0.0	0.0	0.0	1.039	1.047	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	user_curated	False	0.024	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.125	0.0	0.0	0.0	0.0	0.0	0.0	1.466	1.473	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.027	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.309	0.257	0.303	0.281	0.198	0.075	0.094	0.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308	0.255	0.301	0.279	0.197	0.073	0.092	0.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328	0.275	0.321	0.3	0.217	0.093	0.113	0.535
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	TNFRSF11B	TNFSF10	True	False	False	user_curated	False	0.325	0.272	0.319	0.297	0.214	0.091	0.11	0.532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361	0.309	0.355	0.333	0.25	0.127	0.146	0.568	0.315	0.262	0.308	0.287	0.204	0.08	0.1	0.522	0.414	0.361	0.408	0.386	0.303	0.18	0.199	0.621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.249	0.295	0.273	0.191	0.067	0.086	0.509
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	TNFRSF10B	TNFSF10	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.253	0.299	0.278	0.195	0.071	0.091	0.513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.277	0.323	0.301	0.219	0.095	0.114	0.537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01ECFDA18	TNFRSF10C_TNFSF10	simple:O14798	simple:P50591	TNFRSF10C	TNFSF10	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.249	0.295	0.273	0.19	0.067	0.086	0.509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	LEFTY2	TDGF1	True	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.008	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	user_curated	False	0.61	0.587	0.592	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.307	0.312	0.311	0.0	0.0	0.0	0.0	0.1	0.077	0.082	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.103	0.109	0.107	0.0	0.0	0.0	0.0	0.182	0.158	0.164	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	user_curated	False	0.048	0.054	0.127	0.045	0.0	0.0	0.072	0.0	0.116	0.122	0.195	0.113	0.0	0.0	0.14	0.0	0.045	0.051	0.124	0.042	0.0	0.0	0.069	0.0	0.025	0.031	0.104	0.022	0.0	0.0	0.049	0.0	0.087	0.092	0.166	0.083	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.192	0.265	0.183	0.0	0.0	0.21	0.0
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	user_curated	False	0.04	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.197	0.0	0.0	0.0	0.0
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	user_curated	False	0.062	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.031	0.0	0.0	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	user_curated	False	0.078	0.051	0.063	0.067	0.045	0.054	0.046	0.081	0.146	0.118	0.131	0.135	0.113	0.122	0.114	0.149	0.075	0.047	0.06	0.064	0.042	0.051	0.043	0.078	0.055	0.028	0.04	0.044	0.022	0.031	0.023	0.059	0.116	0.089	0.101	0.105	0.083	0.092	0.084	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216	0.189	0.201	0.205	0.183	0.192	0.184	0.219
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	user_curated	False	0.099	0.072	0.085	0.089	0.067	0.076	0.068	0.103	0.053	0.026	0.039	0.043	0.021	0.03	0.022	0.057	0.237	0.21	0.222	0.226	0.204	0.213	0.205	0.24	0.099	0.072	0.084	0.088	0.066	0.075	0.067	0.103	0.055	0.028	0.041	0.045	0.023	0.032	0.024	0.059	0.049	0.021	0.034	0.038	0.016	0.025	0.017	0.052	0.127	0.099	0.112	0.116	0.094	0.103	0.095	0.13	0.049	0.022	0.034	0.038	0.016	0.025	0.017	0.053
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	user_curated	False	0.04	0.044	0.042	0.0	0.0	0.0	0.046	0.046	0.108	0.112	0.11	0.0	0.0	0.0	0.114	0.114	0.037	0.041	0.038	0.0	0.0	0.0	0.043	0.043	0.017	0.021	0.019	0.0	0.0	0.0	0.023	0.023	0.078	0.082	0.08	0.0	0.0	0.0	0.084	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.182	0.18	0.0	0.0	0.0	0.184	0.184
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	user_curated	False	0.062	0.066	0.063	0.0	0.0	0.0	0.068	0.068	0.016	0.02	0.017	0.0	0.0	0.0	0.022	0.022	0.199	0.203	0.201	0.0	0.0	0.0	0.205	0.205	0.062	0.065	0.063	0.0	0.0	0.0	0.067	0.068	0.018	0.022	0.019	0.0	0.0	0.0	0.024	0.024	0.011	0.015	0.013	0.0	0.0	0.0	0.017	0.017	0.089	0.093	0.09	0.0	0.0	0.0	0.095	0.095	0.011	0.015	0.013	0.0	0.0	0.0	0.017	0.018
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	user_curated	False	0.005	0.009	0.007	0.0	0.0	0.0	0.011	0.011	0.062	0.066	0.063	0.0	0.0	0.0	0.068	0.068	0.05	0.054	0.051	0.0	0.0	0.0	0.056	0.056	0.017	0.021	0.019	0.0	0.0	0.0	0.023	0.023	0.033	0.037	0.035	0.0	0.0	0.0	0.039	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.032	0.03	0.0	0.0	0.0	0.034	0.035	0.011	0.015	0.013	0.0	0.0	0.0	0.017	0.018
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.02	0.0	0.031	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.011	0.0	0.022	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.02	0.0	0.031	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.021	0.0	0.032	0.025	0.0	0.0	0.0
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	user_curated	False	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AE4CF4E7	ACKR2_CCL5	simple:O00590	simple:P13501	ACKR2	CCL5	True	True	False	user_curated	False	0.019	0.135	0.0	0.0	0.0	0.0	0.0	0.022	0.012	0.128	0.0	0.0	0.0	0.0	0.0	0.015	0.022	0.139	0.0	0.0	0.0	0.0	0.0	0.026	0.013	0.129	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.13	0.0	0.0	0.0	0.0	0.0	0.018
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	DPP4	CXCL12	True	True	False	user_curated	False	0.013	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	CXCL11	CXCR3	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	WNT5A	FZD5	True	False	True	user_curated	False	0.0	0.202	0.182	0.237	0.179	0.164	0.0	0.244	0.0	0.049	0.029	0.084	0.026	0.012	0.0	0.091	0.0	0.315	0.295	0.35	0.292	0.278	0.0	0.357	0.0	0.105	0.084	0.14	0.082	0.067	0.0	0.147	0.0	0.054	0.033	0.088	0.03	0.016	0.0	0.095	0.0	0.054	0.034	0.089	0.031	0.017	0.0	0.096	0.0	0.072	0.052	0.107	0.049	0.034	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	WNT5A	FZD1	True	False	True	user_curated	False	0.164	0.159	0.16	0.193	0.0	0.0	0.165	0.0	0.011	0.007	0.008	0.04	0.0	0.0	0.012	0.0	0.277	0.273	0.274	0.306	0.0	0.0	0.278	0.0	0.067	0.062	0.063	0.096	0.0	0.0	0.067	0.0	0.016	0.011	0.012	0.044	0.0	0.0	0.016	0.0	0.016	0.012	0.013	0.045	0.0	0.0	0.017	0.0	0.034	0.029	0.03	0.063	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.008	0.009	0.041	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.012	0.013	0.046	0.0	0.0	0.017	0.0
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	user_curated	False	0.384	0.327	0.566	0.296	0.27	0.181	0.268	0.472	0.232	0.174	0.414	0.143	0.117	0.028	0.115	0.319	0.498	0.44	0.679	0.409	0.383	0.294	0.381	0.585	0.287	0.23	0.469	0.199	0.172	0.084	0.171	0.375	0.236	0.179	0.418	0.147	0.121	0.033	0.12	0.323	0.237	0.179	0.419	0.148	0.122	0.033	0.12	0.324	0.254	0.197	0.436	0.166	0.139	0.051	0.138	0.342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
